logFC	logCPM	LR	PValue	FDR	Geneid	Chr	Start	End
5.4334925247333	2.41129427642627	93.6717655212763	3.72435956667053e-22	4.35548333157257e-19	cfue_erythroblast_merged_9091	chr11	60737579	60737726
-2.83686247055315	5.53805980361167	92.8682754114484	5.58933072900361e-22	6.27502982283777e-19	cfue_erythroblast_merged_30929	chr19	5823573	5823742
-2.71193355437538	5.81583102864999	92.72557537523	6.00722380230943e-22	6.48479809459303e-19	cfue_erythroblast_merged_64437	chr9	108307562	108307723
-3.69044009682354	4.42947482167447	92.5372340458264	6.60699636757604e-22	6.86809507587988e-19	cfue_erythroblast_merged_9195	chr11	62095709	62095866
-2.91970699229594	5.33196652898782	92.0908221603842	8.27884309170994e-22	8.29865318053653e-19	cfue_erythroblast_merged_28215	chr17	71206273	71206433
-3.04706043614167	5.08899303359727	91.432661473234	1.15454985412044e-21	1.11740519846891e-18	cfue_erythroblast_merged_17783	chr13	94328121	94328384
-3.1521479653725	4.87665620166488	89.7951439508974	2.64141819197254e-21	2.47122281313644e-18	cfue_erythroblast_merged_46875	chr5	67310098	67310217
-3.3618024538619	4.64223543673838	89.2305574763535	3.51379290600026e-21	3.13082681600672e-18	cfue_erythroblast_merged_19297	chr14	47594529	47594736
-2.65643152718286	5.79111482202512	89.1994142018113	3.56954637518136e-21	3.13082681600672e-18	cfue_erythroblast_merged_12995	chr11	120938065	120938294
-2.78070068176412	5.48664418200993	89.0474526169773	3.85454784678538e-21	3.27835134593107e-18	cfue_erythroblast_merged_41671	chr4	41368147	41368411
-2.46172448310552	6.42666381516638	88.3997842966227	5.34766392842144e-21	4.4144965729119e-18	cfue_erythroblast_merged_29666	chr18	56893509	56893737
-5.07387588927068	3.65029271961743	87.768464116742	7.35828170528733e-21	5.90071121777998e-18	cfue_erythroblast_merged_16538	chr13	34861323	34861435
5.84036354488488	2.11858457311468	86.7624450521302	1.22371333804087e-20	9.54054507188693e-18	cfue_erythroblast_merged_13948	chr12	54937652	54937840
-3.64202843100097	4.27962433228731	86.0129169626715	1.78764144083337e-20	1.35604681945595e-17	cfue_erythroblast_merged_51151	chr6	67050145	67050362
-3.05589276910751	4.84727286194768	85.0320914468522	2.93561619160066e-20	2.16826156972778e-17	cfue_erythroblast_merged_9223	chr11	62549743	62549936
5.50237420796285	2.17943517791873	84.4794875401543	3.88221774324972e-20	2.79390270255872e-17	cfue_erythroblast_merged_21546	chr15	62221275	62221406
-5.00541289956634	3.59556600419217	84.3547670437589	4.13500687376197e-20	2.88794831709861e-17	cfue_erythroblast_merged_2499	chr1	154433673	154433823
-2.43032286712294	6.26461389177288	84.315156411644	4.2186867496007e-20	2.88794831709861e-17	cfue_erythroblast_merged_37384	chr2	164748279	164748485
-2.38835849977933	6.35865538903674	83.2120997395123	7.37051863992528e-20	4.92543682539959e-17	cfue_erythroblast_merged_30076	chr18	68227586	68227765
-3.08515312181636	4.72747592847925	82.6317892309695	9.88543799832759e-20	6.45243228602466e-17	cfue_erythroblast_merged_56618	chr7	106215947	106216190
-2.84243553779422	5.08795283328213	82.371049390534	1.12793850501141e-19	7.19496591367163e-17	cfue_erythroblast_merged_50662	chr6	39416839	39416941
6.166925798971	1.9415849155007	82.1217259199456	1.27958305135919e-19	7.98090166722188e-17	cfue_erythroblast_merged_2512	chr1	155006671	155006781
-3.44445409259903	4.29809036929882	81.1084429520307	2.13665169733257e-19	1.30368267802246e-16	cfue_erythroblast_merged_38922	chr3	84450841	84450965
-2.55872871318396	5.52826784469472	79.2586692612416	5.44877422804113e-19	3.25384566507299e-16	cfue_erythroblast_merged_20281	chr14	75180564	75180726
-3.81576731938073	3.8593137136538	77.7711798132437	1.15696014000363e-18	6.76508338530872e-16	cfue_erythroblast_merged_3682	chr1	189767227	189767616
-2.71588315700722	5.10774054574623	77.3987234966298	1.3970547131987e-18	8.00227237456082e-16	cfue_erythroblast_merged_12603	chr11	116580028	116580500
-3.36874638292416	4.26769395648312	76.9342120712489	1.7674863226776e-18	9.92160772371843e-16	cfue_erythroblast_merged_62984	chr9	64035968	64036134
-2.46634059764033	5.60038347529652	75.4495517791819	3.74863322793533e-18	2.06299781977375e-15	cfue_erythroblast_merged_48816	chr5	129978694	129978857
-2.16536021813798	6.95169452075334	75.3951507370866	3.85335223601182e-18	2.07984686938738e-15	cfue_erythroblast_merged_36832	chr2	152817569	152818185
-2.51100492176584	5.42569052916328	74.7867875446599	5.2439477436129e-18	2.77701662867893e-15	cfue_erythroblast_merged_28212	chr17	71204318	71204743
6.64010026969484	1.66042100193323	72.456531266175	1.70751898296595e-17	8.87498801757507e-15	cfue_erythroblast_merged_6417	chr10	93539852	93540147
-2.25770676205316	6.08645252213071	72.2172589614232	1.92762486547336e-17	9.68077804076503e-15	cfue_erythroblast_merged_36434	chr2	131496597	131496741
-2.69178872701875	4.91913418004405	72.2132613664653	1.93153372388514e-17	9.68077804076503e-15	cfue_erythroblast_merged_56613	chr7	105954566	105954821
-2.25687524993961	6.01017637593189	71.429158672671	2.87393474333933e-17	1.41513555160184e-14	cfue_erythroblast_merged_15704	chr12	116269533	116269792
-2.56770328576345	5.10061857840729	70.5389027752974	4.5127897865535e-17	2.18380122308961e-14	cfue_erythroblast_merged_51104	chr6	60851794	60851985
-2.85204273833982	4.58586769374009	70.4352174094685	4.75631966543592e-17	2.26263769575915e-14	cfue_erythroblast_merged_23466	chr15	102721159	102721281
-2.64457592161296	4.94106062010444	70.28561747291	5.1310431670837e-17	2.40021647617564e-14	cfue_erythroblast_merged_30407	chr18	82522508	82522666
-2.57229807179031	5.06901620071274	70.1856050583563	5.39789037151546e-17	2.48364900093974e-14	cfue_erythroblast_merged_20193	chr14	70707885	70708278
-2.88801175672665	4.53286024155531	69.845415879145	6.4138985330458e-17	2.9035304859193e-14	cfue_erythroblast_merged_51135	chr6	66987700	66987936
-2.61041068235971	4.97194552862318	69.7628700130209	6.68800512125304e-17	2.97955936092395e-14	cfue_erythroblast_merged_15503	chr12	111535317	111535633
-2.79661324043469	4.63586644575198	69.5461955842882	7.46455974899447e-17	3.27355935117231e-14	cfue_erythroblast_merged_63923	chr9	96219349	96219532
4.50327813410432	2.33225368311218	69.3741623084715	8.14486868932849e-17	3.51695430005204e-14	cfue_erythroblast_merged_21353	chr15	53311103	53311231
-2.36298513629458	5.52078010185288	69.3089150626473	8.41881883167233e-17	3.5801664870992e-14	cfue_erythroblast_merged_13106	chr12	3283927	3284118
-2.06855040182643	6.92652583482127	69.1837200275966	8.97054683320280e-17	3.75785579055974e-14	cfue_erythroblast_merged_51572	chr6	85453000	85453279
-2.47225273026554	5.20404064926935	69.0501985736909	9.59888700265958e-17	3.96194061034774e-14	cfue_erythroblast_merged_8603	chr11	53294524	53294753
-2.85145474873823	4.5215960458863	68.9680677703287	1.0007066701424e-16	4.07055566824447e-14	cfue_erythroblast_merged_19714	chr14	55885577	55885733
-2.45784166682521	5.24036756024069	68.5912714222236	1.21139107409764e-16	4.85715903952834e-14	cfue_erythroblast_merged_30197	chr18	75021963	75022104
-2.18607641804302	6.09170597042113	68.5263622829604	1.25192754762409e-16	4.94899302523456e-14	cfue_erythroblast_merged_44012	chr4	132198317	132198823
-2.59256349053696	4.90187195720253	67.9909361042908	1.64248813287885e-16	6.40273811465427e-14	cfue_erythroblast_merged_27829	chr17	50513545	50513654
-2.2572435257442	5.75844148582054	67.695726502006	1.90776587314377e-16	7.33496777555155e-14	cfue_erythroblast_merged_1658	chr1	125389717	125390609
-2.43551327916421	5.24223000834665	67.6243676946519	1.97807677728076e-16	7.5025244470188e-14	cfue_erythroblast_merged_59205	chr8	70272953	70273236
-2.12461193335555	6.28698975135115	67.1492451730765	2.51711661119178e-16	9.41972159017596e-14	cfue_erythroblast_merged_11125	chr11	95826413	95826582
-2.22787629719067	5.77165786524052	66.4536596613397	3.58216678914316e-16	1.32290362198528e-13	cfue_erythroblast_merged_27134	chr17	35257477	35257660
-4.61692161980643	3.22452167846963	65.6755605882285	5.31610174461314e-16	1.93775360605269e-13	cfue_erythroblast_merged_42694	chr4	99926526	99926632
2.8437185472688	4.18001309216238	65.2751630422744	6.51371341402185e-16	2.34385121014553e-13	cfue_erythroblast_merged_3277	chr1	178317434	178317510
-2.29713016949095	5.44496162980363	64.9906113081197	7.52557738494796e-16	2.67367570206752e-13	cfue_erythroblast_merged_39852	chr3	100440121	100440250
-2.59338671022285	4.75228127301473	64.8614540960887	8.03536381259602e-16	2.81910695160166e-13	cfue_erythroblast_merged_17932	chr13	98896527	98897061
-3.14178088307367	3.99021665141016	64.676798081189	8.82479011828583e-16	3.05784424999912e-13	cfue_erythroblast_merged_31317	chr19	9895991	9896065
-1.91059810106405	7.84655015861095	64.3312449196065	1.05164709289542e-15	3.59958279954826e-13	cfue_erythroblast_merged_51017	chr6	56905027	56905339
4.40953512870624	2.85184068244791	64.205326999097	1.12105233649366e-15	3.77926732738971e-13	cfue_erythroblast_merged_20728	chr14	121929302	121929453
-2.78593452042843	4.43642661193616	64.1877931561745	1.13107370043373e-15	3.77926732738971e-13	cfue_erythroblast_merged_13868	chr12	51866377	51866657
-2.18429900854233	5.72745114054596	63.8638706784121	1.333203583466e-15	4.40223823260472e-13	cfue_erythroblast_merged_2749	chr1	161750683	161751011
-2.25832974722021	5.49534496137662	63.7958224478348	1.38005918856534e-15	4.50396758668179e-13	cfue_erythroblast_merged_4515	chr10	41241660	41241872
-2.05490249517401	6.33129157377506	63.6559967464148	1.48157294292522e-15	4.7796905504692e-13	cfue_erythroblast_merged_54393	chr7	27454514	27455001
4.81775229401607	1.9768987872217	62.7131870297609	2.39109324685413e-15	7.62622888175623e-13	cfue_erythroblast_merged_423	chr1	38936970	38937065
-2.33019368670741	5.19863598380517	62.6679397402704	2.44666169126151e-15	7.71578131332999e-13	cfue_erythroblast_merged_12609	chr11	116581389	116581827
-3.04195806350022	4.02969862039741	62.0944729256234	3.27368955593039e-15	1.02091827518109e-12	cfue_erythroblast_merged_49458	chr5	142521320	142521474
-2.38632980812061	5.03877458940068	62.0064010943607	3.42342676072752e-15	1.05588262520153e-12	cfue_erythroblast_merged_17779	chr13	94263960	94264229
-2.51990840559987	4.73359172669669	61.5892934103697	4.2311310804412e-15	1.29081691342112e-12	cfue_erythroblast_merged_616	chr1	55041819	55042013
-2.21734704181424	5.47496398106061	61.560428296056	4.29361587934725e-15	1.29579480522193e-12	cfue_erythroblast_merged_42252	chr4	59524981	59525165
-2.2567481000116	5.32825954541744	61.0600190714322	5.53610634351649e-15	1.65299890152635e-12	cfue_erythroblast_merged_49459	chr5	142521556	142521760
-2.18961746089278	5.49605028410375	60.5804166284085	7.06332098546258e-15	2.08680242209451e-12	cfue_erythroblast_merged_38930	chr3	84461840	84461995
-2.43240032099495	4.82876895969023	60.2058231712392	8.54390584270044e-15	2.49793547174035e-12	cfue_erythroblast_merged_6837	chr10	117916342	117916590
-2.88340944904047	4.13193075203192	60.1761024602216	8.6738947347485e-15	2.50979591257924e-12	cfue_erythroblast_merged_4895	chr10	58451466	58451596
-2.42758958275216	4.84524133174579	59.9060001607738	9.94976590674003e-15	2.84959265004564e-12	cfue_erythroblast_merged_6341	chr10	91060905	91061128
-3.36882871643909	3.58151275029054	59.6651735759487	1.1244892871582e-14	3.18798392148173e-12	cfue_erythroblast_merged_1265	chr1	87648740	87648953
-2.55181326458225	4.5667985980864	59.274491020485	1.37142834944628e-14	3.84918794839088e-12	cfue_erythroblast_merged_3686	chr1	189860192	189860406
-3.42602661578613	3.55467795519305	58.9399124224383	1.62561112159291e-14	4.51742845047012e-12	cfue_erythroblast_merged_22706	chr15	84932446	84932604
-2.91577376368504	4.01405095399665	58.075476000836	2.52251450881871e-14	6.94111909009948e-12	cfue_erythroblast_merged_32236	chr19	41474957	41475125
-2.14732376377844	5.43379923381098	57.8127113527368	2.88300657339807e-14	7.85605296073434e-12	cfue_erythroblast_merged_45350	chr4	152010325	152010602
-2.06012868527725	5.73660887064	57.6537624589709	3.12564516001429e-14	8.43533487558855e-12	cfue_erythroblast_merged_62482	chr9	50533554	50533747
-3.03226103289089	3.88048895220086	57.2438218368593	3.84996600020402e-14	1.02911424502597e-11	cfue_erythroblast_merged_38622	chr3	60509351	60509467
-3.03673453331778	3.8682429276893	57.1917729510145	3.95321403479374e-14	1.04674394636373e-11	cfue_erythroblast_merged_32313	chr19	43358967	43359097
2.3568996583254	4.64338779672894	56.5469087765838	5.48735824279415e-14	1.43938022243461e-11	cfue_erythroblast_merged_54939	chr7	44436755	44436953
2.54188741754046	4.2916942454779	56.4007359633954	5.91082423157198e-14	1.53610281210677e-11	cfue_erythroblast_merged_51871	chr6	88782958	88783442
-2.17084312198669	5.23441338156497	55.896480726522	7.6389180771835e-14	1.96698636396614e-11	cfue_erythroblast_merged_13865	chr12	51850450	51850606
-2.16007053735379	5.25139239056452	55.8516606446117	7.81506971558253e-14	1.99405056097504e-11	cfue_erythroblast_merged_1363	chr1	90274984	90275489
-2.34544979209155	4.76895072711625	55.7518184909861	8.22221846464589e-14	2.07903608691186e-11	cfue_erythroblast_merged_1894	chr1	132374138	132374777
-2.14367395590613	5.28250925985389	55.3498063894565	1.00879803868597e-13	2.52802987069635e-11	cfue_erythroblast_merged_8821	chr11	58126499	58126673
2.30028747678025	4.69381479346328	55.0789746885511	1.15782847550581e-13	2.87582051522314e-11	cfue_erythroblast_merged_58389	chr8	13338498	13338857
4.46343713091697	1.9503512122626	54.7666743771521	1.35722788652915e-13	3.34151886765032e-11	cfue_erythroblast_merged_19813	chr14	59200843	59201607
2.54620774460113	4.17596296623266	54.5687159114738	1.50106253688266e-13	3.66350628023352e-11	cfue_erythroblast_merged_32856	chr19	55828010	55828124
-1.84804116742727	6.58581641139046	54.444156633621	1.59928545557966e-13	3.86958145532365e-11	cfue_erythroblast_merged_36831	chr2	152816396	152816570
-2.13801526745178	5.21114542256318	54.4044001196046	1.63197038513336e-13	3.91491562389214e-11	cfue_erythroblast_merged_15249	chr12	105026223	105026537
-1.88347257797134	6.28279437125642	54.3352250724202	1.6904424298924e-13	4.0208175999822e-11	cfue_erythroblast_merged_28298	chr17	74279159	74279687
-2.56332047124948	4.27988930073851	53.9770865577184	2.02841345551861e-13	4.76661053046204e-11	cfue_erythroblast_merged_2485	chr1	153909420	153909655
-3.31093289245421	3.50945980211912	53.9678642661197	2.03795654560675e-13	4.76661053046204e-11	cfue_erythroblast_merged_62197	chr9	42479833	42479959
-1.99441528693457	5.67239498210084	53.5909809040425	2.46890236164741e-13	5.72683327143454e-11	cfue_erythroblast_merged_3763	chr1	191875094	191875313
-2.90921741338248	3.81740453868205	53.5623462782343	2.50515110196458e-13	5.76328491629835e-11	cfue_erythroblast_merged_13591	chr12	31806745	31806985
-3.05452542683914	3.73428571321628	53.2771933793898	2.89649913918757e-13	6.60943425525022e-11	cfue_erythroblast_merged_57149	chr7	125478755	125478894
-2.09064500725534	5.26871350647304	53.2446964877756	2.94481449400071e-13	6.66549261315468e-11	cfue_erythroblast_merged_608	chr1	54966991	54967151
-2.35779671775192	4.59456251520836	53.1796939506256	3.04389158865033e-13	6.8346324174919e-11	cfue_erythroblast_merged_11064	chr11	95349659	95349812
2.27179867718989	4.6506719426158	53.1434790083228	3.1005302827019e-13	6.90655424163447e-11	cfue_erythroblast_merged_50008	chr6	3565801	3565972
-4.01367667211823	3.07209466497434	53.0622483658475	3.23143691577e-13	7.1414755838517e-11	cfue_erythroblast_merged_42704	chr4	101155635	101155894
-2.0304393183978	5.47075825652142	52.8371334297116	3.62384822005091e-13	7.9461365618882e-11	cfue_erythroblast_merged_6217	chr10	84574990	84575080
-2.17198304422686	5.00731402086399	52.6180368281803	4.05151226944439e-13	8.80800929728992e-11	cfue_erythroblast_merged_38450	chr3	51337056	51337164
-1.96863176023197	5.68172099187581	52.6044341876203	4.07967081856874e-13	8.80800929728992e-11	cfue_erythroblast_merged_43818	chr4	129464361	129464557
-2.18571613284501	4.96935487846874	52.5299642061581	4.23733668882311e-13	9.07857472100749e-11	cfue_erythroblast_merged_54395	chr7	27458753	27458864
3.8118014633221	2.32612600176019	52.4515943444934	4.4098484124463e-13	9.32432339069861e-11	cfue_erythroblast_merged_3102	chr1	171288230	171288316
-2.074315957887	5.29005240744893	52.4449503798752	4.42479267037587e-13	9.32432339069861e-11	cfue_erythroblast_merged_7787	chr11	20899888	20900120
-2.62975783111475	4.11010422637091	52.4330431563631	4.45170247747752e-13	9.32432339069861e-11	cfue_erythroblast_merged_21453	chr15	58747090	58747169
-2.88319084795627	3.82656745434235	52.4021387125528	4.52231174571239e-13	9.40205361236368e-11	cfue_erythroblast_merged_47203	chr5	93060991	93061152
3.07993724151856	3.34143186560229	52.3174080966603	4.72170247972575e-13	9.74441349253401e-11	cfue_erythroblast_merged_25	chr1	5083446	5083548
-2.19562819692703	4.90958504855923	52.245348780687	4.89818188025091e-13	9.98643602098145e-11	cfue_erythroblast_merged_27256	chr17	35997805	35998011
-2.14300384643539	5.05176693523231	52.2359867017969	4.92158973151045e-13	9.98643602098145e-11	cfue_erythroblast_merged_59611	chr8	80555099	80555282
-1.84773731532024	6.2791084286656	52.2214107063547	4.95825685691567e-13	9.98643602098145e-11	cfue_erythroblast_merged_979	chr1	75190664	75190911
-2.12515536813961	5.11982456061055	52.2123062370981	4.98129847485446e-13	9.98643602098145e-11	cfue_erythroblast_merged_35327	chr2	93454500	93454611
-2.66222654024721	4.01292897575114	52.1236107073392	5.21145252448189e-13	1.03737473762151e-10	cfue_erythroblast_merged_7275	chr10	128846777	128846933
-1.99096854606685	5.55015213672847	52.1096953038931	5.24851471740052e-13	1.03739480685409e-10	cfue_erythroblast_merged_28226	chr17	71250837	71250978
-2.09652212251379	5.17407729182023	51.9342158917838	5.73915542450372e-13	1.12643968740941e-10	cfue_erythroblast_merged_20173	chr14	70621491	70621583
4.09855949804904	2.08664174702608	51.8907504086453	5.86761754132567e-13	1.14365570508602e-10	cfue_erythroblast_merged_9831	chr11	74829889	74830060
-2.70689505225394	3.98719902037071	51.6406754441724	6.6646418457528e-13	1.29004484610168e-10	cfue_erythroblast_merged_50791	chr6	47790842	47791017
-1.99715813464871	5.47595436133645	51.5947284800333	6.82245235466892e-13	1.31154637149652e-10	cfue_erythroblast_merged_56523	chr7	103825703	103826853
-2.55900698176994	4.15510124942546	51.478087642667	7.24006996760296e-13	1.38236084204566e-10	cfue_erythroblast_merged_9194	chr11	62086779	62086940
-1.9940406377588	5.45116417181229	50.9856136128565	9.30454216708389e-13	1.76453097975367e-10	cfue_erythroblast_merged_27516	chr17	46159070	46159155
-2.06773265458588	5.1937947473722	50.865085856736	9.89379178678447e-13	1.86368492670926e-10	cfue_erythroblast_merged_5926	chr10	80822674	80822770
-2.5631256173254	4.13127653824436	50.6577968152418	1.09958759369454e-12	2.05747499948165e-10	cfue_erythroblast_merged_30071	chr18	68209130	68209241
-7.48246964046996	2.39447052142669	50.6401742188424	1.10950523929999e-12	2.06228367890283e-10	cfue_erythroblast_merged_28063	chr17	62749372	62749515
-2.75381872370711	3.87287764788648	50.4352737762281	1.23160517821077e-12	2.27417516689748e-10	cfue_erythroblast_merged_15011	chr12	91582748	91582898
-2.30641918423123	4.56613652446947	50.1017717557681	1.45975130683246e-12	2.66581212638902e-10	cfue_erythroblast_merged_23197	chr15	99394049	99394167
-1.98980371969555	5.37994753260696	50.0978164949989	1.46269664539819e-12	2.66581212638902e-10	cfue_erythroblast_merged_55589	chr7	75611605	75611738
-2.2244168382272	4.68403052801037	49.9824496048781	1.55127301633828e-12	2.80900514513333e-10	cfue_erythroblast_merged_12598	chr11	116571944	116572327
-2.24417609231312	4.6738004184996	49.9624982853789	1.56712681353794e-12	2.81952232535701e-10	cfue_erythroblast_merged_43943	chr4	130661242	130661427
-2.11598957138267	4.98071673936481	49.7763994124518	1.72304128782974e-12	3.08029298251703e-10	cfue_erythroblast_merged_9186	chr11	61981427	61981601
-2.22691533274892	4.7029300990162	49.6779443360726	1.81171171367212e-12	3.21831092833136e-10	cfue_erythroblast_merged_56024	chr7	90134344	90134429
3.24071891692534	3.26705252014512	49.4390428962705	2.04632279908535e-12	3.61221018880054e-10	cfue_erythroblast_merged_61591	chr9	6182483	6182556
-2.12499486400966	4.91874838028949	49.3535513603016	2.13747156583598e-12	3.7495259023949e-10	cfue_erythroblast_merged_50330	chr6	30300425	30300728
-2.20387146215734	4.71192453260044	49.068144514793	2.47222731302432e-12	4.30981391271141e-10	cfue_erythroblast_merged_13715	chr12	33308723	33309019
3.59779657136217	2.88119106932585	48.8828587764949	2.71715021062782e-12	4.70754660257352e-10	cfue_erythroblast_merged_16916	chr13	51777049	51777324
-1.99128862098904	5.27023257286353	48.7302451046221	2.93702030377787e-12	5.05726066663395e-10	cfue_erythroblast_merged_8798	chr11	57812264	57812543
-3.39359147578298	3.23267378773644	48.5256508051332	3.25996880071189e-12	5.57911855668175e-10	cfue_erythroblast_merged_39187	chr3	88717927	88718075
-1.95411888497652	5.38055887991298	48.5092237971815	3.28739042847532e-12	5.59195073672829e-10	cfue_erythroblast_merged_44640	chr4	136178747	136178823
-1.97818305545634	5.297836007008	48.4345540118328	3.41497535072678e-12	5.74410875071291e-10	cfue_erythroblast_merged_18156	chr13	107065831	107065948
-2.74962327511416	3.78701681528666	48.4329485147764	3.4177723353727e-12	5.74410875071291e-10	cfue_erythroblast_merged_16432	chr13	32040961	32041097
-2.51675062707067	4.07291067711686	48.362040767729	3.54361664906994e-12	5.92016002913369e-10	cfue_erythroblast_merged_4009	chr10	11286503	11286631
-2.83781238129472	3.68938724539388	48.2099635890941	3.82937598459665e-12	6.35970980826475e-10	cfue_erythroblast_merged_22608	chr15	83448017	83448111
-2.21525849759152	4.62810087414751	48.110619861873	4.02838742716965e-12	6.6508676422571e-10	cfue_erythroblast_merged_49591	chr5	143554025	143554146
-2.8239428846487	3.72600909048094	48.0738111299287	4.10472494174213e-12	6.73726987952493e-10	cfue_erythroblast_merged_50636	chr6	38992045	38992307
-2.50069713442841	4.0552989029625	47.7850064264467	4.75615517785678e-12	7.76110508005269e-10	cfue_erythroblast_merged_62188	chr9	42462983	42463152
2.53322215648491	3.8617184778614	47.605729406838	5.21159470101744e-12	8.45513459384142e-10	cfue_erythroblast_merged_38017	chr3	3147382	3147488
-1.83113097636459	5.83588302994798	47.5807442906317	5.27844166616994e-12	8.51436909450527e-10	cfue_erythroblast_merged_22576	chr15	83348880	83349052
-2.30553752069557	4.3601142332237	47.1308985593306	6.64006175144742e-12	1.06495207530214e-09	cfue_erythroblast_merged_6455	chr10	93688409	93689026
-2.46741628844059	4.08139034194094	47.0658200192064	6.86423624882653e-12	1.09465067497622e-09	cfue_erythroblast_merged_57274	chr7	126862278	126862697
-2.10011254650639	4.79544973797003	46.9686824704121	7.21301238506284e-12	1.14377185656248e-09	cfue_erythroblast_merged_3764	chr1	191875836	191875961
-2.28103861686252	4.40877747603334	46.8679749687865	7.59334440342755e-12	1.19731683916293e-09	cfue_erythroblast_merged_18142	chr13	107019608	107019771
3.42551550252047	2.86762492458796	46.777303014911	7.95291738972277e-12	1.24700856076731e-09	cfue_erythroblast_merged_7619	chr11	8968210	8968326
-1.98275223356507	5.1318472845123	46.6778646798582	8.36687707270973e-12	1.30462854888747e-09	cfue_erythroblast_merged_30408	chr18	82522744	82523013
-3.47702662497426	3.03928204190954	46.2948153332834	1.01732802029393e-11	1.57753290307126e-09	cfue_erythroblast_merged_14408	chr12	76643454	76643525
-1.82265927576505	5.67998287393001	45.9660893383565	1.20317710635632e-11	1.85547098044521e-09	cfue_erythroblast_merged_9181	chr11	61967149	61967307
-2.34504820267664	4.23649040244989	45.9440109026429	1.21681356835107e-11	1.86545424582817e-09	cfue_erythroblast_merged_43992	chr4	132042070	132042223
-1.88344273872184	5.41879652919975	45.9341664856817	1.22294360363553e-11	1.86545424582817e-09	cfue_erythroblast_merged_3760	chr1	191853561	191853690
-2.31050896461724	4.28000997094543	45.9178045947398	1.23320046615969e-11	1.87093175587589e-09	cfue_erythroblast_merged_12601	chr11	116573187	116573581
4.21931763308861	2.34680029540233	45.6606011149915	1.40622951747116e-11	2.12197010036899e-09	cfue_erythroblast_merged_11226	chr11	97052348	97052503
