"","seqnames","start","end","width","strand","Conc","Conc_CFUE","Conc_ERY","Fold","p.value","FDR"
"40","chr12",40027448,40028158,711,"*",9.64215530665355,8.69565971026371,10.2088327789125,-1.46895582998928,1.70586289255721e-30,1.73260229339804e-27
"41","chr9",64792337,64792737,401,"*",9.76393308222429,8.8174554396771,10.3306042644841,-1.47123081028863,2.437224937011e-30,2.41505213453527e-27
"42","chr11",62005269,62005911,643,"*",7.96690122025779,6.32146228403157,8.71566373200576,-2.28944679801607,7.69885393897962e-30,7.44717473759345e-27
"43","chr11",116571884,116572284,401,"*",9.8182674842894,8.91922406527828,10.3679443728123,-1.40782974051393,9.65300808649849e-30,9.12029673325986e-27
"44","chr2",136920881,136921445,565,"*",8.36186941157253,6.92525754060572,9.06724234540978,-2.0806560509367,5.92528996761891e-29,5.47106262532849e-26
"45","chr2",164748190,164748590,401,"*",7.85317977054284,6.21755047830624,8.60006864245974,-2.29927227363896,8.69234320589574e-29,7.84764060946503e-26
"46","chr11",109464986,109465476,491,"*",8.83595260121577,7.66446321481561,9.47382917756623,-1.76362861693903,1.67712970244702e-28,1.48123366133293e-25
"47","chr9",108307413,108307813,401,"*",7.59364824233065,5.87427853217842,8.35605543179529,-2.38117058256809,2.29007366640989e-27,1.97954942223903e-24
"48","chr9",64789293,64789693,401,"*",8.74996334968209,7.59911294898133,9.38189673987173,-1.72604702897366,2.74332142862916e-27,2.32193582668577e-24
"49","chr6",17733829,17734355,527,"*",9.54323410888598,8.65722219197974,10.0881073408979,-1.38378868746999,4.38552077090815e-27,3.63613372162624e-24
"50","chr2",152769717,152770117,401,"*",8.87806214472138,7.76937254736624,9.49750799255106,-1.68155825086455,6.15685250444565e-27,5.00268893396227e-24
"51","chr11",32284559,32284959,401,"*",9.74506350079129,8.87978488164624,10.2821702947017,-1.35646474052718,6.32195079209016e-27,5.0361155849068e-24
"52","chr11",62550287,62550687,401,"*",9.61636300323639,8.58752439562826,10.2108116766616,-1.57962959845086,7.0820951881786e-27,5.533159254041e-24
"53","chr12",51866310,51866710,401,"*",7.81895684444831,6.19083037152826,8.56440239827702,-2.26936408842451,7.58118208317614e-27,5.79164595435734e-24
"54","chr4",41368115,41368515,401,"*",7.1364760292347,4.98633102246763,7.96405935074544,-2.79339080469074,7.69805502585217e-27,5.79164595435734e-24
"55","chr2",131496430,131496830,401,"*",7.84872123409739,6.33725561267562,8.57052721959371,-2.13950899949695,1.53319154357609e-26,1.13252677892484e-23
"56","chr17",71206131,71206531,401,"*",7.29430535959518,5.37205091902409,8.09020369559947,-2.56487689166883,2.69668556392005e-26,1.95639722152464e-23
"57","chr5",142521198,142521853,656,"*",7.35818985731033,5.53015212549741,8.13921592584421,-2.49123566621962,3.77019334747174e-26,2.68722184434621e-23
"58","chr1",161750672,161751072,401,"*",8.34056970607668,7.04087561904391,9.01302915326461,-1.9143078521274,5.83198537746008e-26,4.08510465396673e-23
"59","chr1",91251266,91251666,401,"*",7.73531726882554,6.19740279955997,8.46268629914098,-2.1808490810709,8.65111215604337e-26,5.95709717904363e-23
"60","chr17",35997697,35998097,401,"*",8.86421455143383,7.83971903164735,9.45725066485213,-1.56177093517368,1.30764141189927e-25,8.85425794020526e-23
"61","chr10",75504783,75505183,401,"*",7.00956296402793,4.74632915596857,7.85088840252561,-2.88844702152742,1.40409171551733e-25,9.35148100431519e-23
"62","chr19",32271413,32271884,472,"*",9.30904256261501,8.33940175522343,9.88374168434103,-1.49766790679802,2.09244566379637e-25,1.37112564488799e-22
"63","chr4",136178586,136178986,401,"*",7.89830883579068,6.49902799579914,8.59508783238372,-2.01124514199749,2.87791814221195e-25,1.85589175180389e-22
"64","chr14",47594423,47595081,659,"*",6.8051365663465,3.79757727555714,7.71252970915784,-3.61276387250976,4.12977550508919e-25,2.62156858508216e-22
"65","chr12",32017719,32018390,672,"*",8.41044421353508,7.18061601905464,9.0645422144817,-1.80728928780782,5.62849454521154e-25,3.51798227520476e-22
"66","chr11",95826281,95826681,401,"*",7.8746688942098,6.48881094400908,8.5682902244238,-2.00033147953538,1.74930075162878e-24,1.07680063085489e-21
"67","chr3",84461716,84462116,401,"*",7.49440546536971,5.91187350735631,8.23088445923257,-2.21778345782725,5.12242642547834e-24,3.10610176698371e-21
"68","chr6",30300353,30300753,401,"*",8.87016309233942,7.8703564067366,9.45506114917148,-1.53057753685776,7.73223976199653e-24,4.61967212956813e-21
"69","chr1",153909367,153909767,401,"*",7.72146935030367,6.31211196045447,8.42059509198322,-2.01600450133475,2.09671692433108e-23,1.23454084760578e-20
"70","chr1",87648648,87649048,401,"*",8.40301819194004,7.30824754663076,9.01823619701058,-1.64264696346403,5.59707286531702e-23,3.24846113284621e-20
"71","chr12",31973463,31973863,401,"*",11.0908820857636,10.4689835516423,11.5240389346396,-1.00902389919711,5.96008830801644e-23,3.41042968577161e-20
"72","chr2",152816257,152816657,401,"*",8.29764701680971,7.1491613451735,8.92889243697821,-1.70829497296548,1.33302820409259e-22,7.52179678439858e-20
"73","chr1",132389041,132389441,401,"*",9.11679460653387,8.20573592911322,9.67084831501916,-1.4106705109003,1.36424376207367e-22,7.59248374270778e-20
"74","chr16",94235747,94236505,759,"*",8.65481252426349,7.66080267591158,9.23777276800157,-1.51283387962394,1.69018779458767e-22,9.27935939604236e-20
"75","chr9",66620591,66621178,588,"*",9.10132884530741,8.21461824577454,9.64646113498241,-1.37028742168883,3.12615216119102e-22,1.69341578470277e-19
"76","chr5",129978579,129978979,401,"*",7.35701941957887,5.77937926777537,8.09251607365553,-2.20489319014788,4.79333888181294e-22,2.56235498357124e-19
"77","chr15",58927582,58927982,401,"*",9.51451996321788,8.71037153755657,10.0278085393554,-1.25994972197076,6.11431997710587e-22,3.1876176389408e-19
"78","chr5",67309942,67310342,401,"*",6.60356174602438,4.15809382868553,7.46465438983907,-3.02996454019005,6.11992457817172e-22,3.1876176389408e-19
"79","chr19",32181088,32181787,700,"*",9.28851066994535,8.42791826953561,9.82384067662671,-1.33928594722395,9.61395586424075e-22,4.94412892274062e-19
"80","chr17",71164979,71165379,401,"*",6.64610732015262,4.3442640774488,7.4918552178044,-2.91728141822088,1.11089949621815e-21,5.64156422910685e-19
"81","chr11",120937981,120938381,401,"*",7.4106095014055,5.79994983731001,8.15266005540072,-2.24914722841066,1.27913573855079e-21,6.41573427779047e-19
"82","chr9",42462717,42464040,1324,"*",10.1075678174801,9.44323081233085,10.5607128096544,-1.06229445082382,5.12905809040567e-21,2.54119808584038e-18
"83","chr7",127227029,127227429,401,"*",8.37044562361512,7.26131974488844,8.99002313348534,-1.66502903530708,5.36953802140302e-21,2.60455935709015e-18
"84","chr12",116269471,116269871,401,"*",7.463372755719,5.86682703803397,8.2026438749237,-2.18812804147256,5.38516223190422e-21,2.60455935709015e-18
"85","chr17",74279210,74279610,401,"*",7.44018673202796,5.90606284263496,8.1667660355104,-2.13371916748158,5.89372317347679e-21,2.81699166316284e-18
"86","chr11",61960097,61960497,401,"*",9.05702910924423,8.18947374863432,9.59499626570797,-1.34504293181737,7.5762059188096e-21,3.57905253329625e-18
"87","chr12",3283794,3284194,401,"*",7.3989000523036,5.83260152835279,8.13210370075738,-2.19684146761951,9.82430631640335e-21,4.58772520363815e-18
"88","chr17",29443713,29444113,401,"*",9.74907658695113,8.8129650051335,10.3120983738182,-1.43727106908089,2.41534883325744e-20,1.1150951937358e-17
"89","chr1",75190563,75190963,401,"*",7.87392664158853,6.62772372140149,8.53242948382866,-1.82837766009514,2.61714340726638e-20,1.19468185625855e-17
"90","chr12",51850333,51850733,401,"*",7.08829383701914,5.36460521852216,7.85147285109638,-2.3407697521742,3.07990180649186e-20,1.39030189658161e-17
"91","chr11",102374044,102374444,401,"*",8.5213780115275,7.43716533323245,9.13335336340362,-1.63309470405049,3.97245722169866e-20,1.77350570929617e-17
"92","chr1",181230737,181231137,401,"*",8.60040212679183,7.58227582909135,9.19135646818472,-1.54687859531505,4.7470553154223e-20,2.09628930760502e-17
"93","chr4",129464255,129464655,401,"*",9.18735082112579,8.32990323499809,9.7214839934613,-1.32972843969758,6.70034709041539e-20,2.92704302411082e-17
"94","chr6",71555432,71555967,536,"*",7.79868524465433,6.58045283746622,8.449625306976,-1.78992040902693,8.27470302350676e-20,3.57634425251073e-17
"95","chr12",105026169,105026569,401,"*",9.24414747088347,8.4701638304483,9.74515295163795,-1.20761571546155,9.97371583325704e-20,4.26528582271299e-17
"96","chr4",136180407,136180807,401,"*",8.2073493120957,7.14575417587514,8.81227267448596,-1.59517462835287,1.19209044395038e-19,5.04490192358043e-17
"97","chr15",96448729,96449290,562,"*",9.06009672874386,8.21772095796265,9.58844362495677,-1.29733658261648,1.23643871304167e-19,5.17863872110763e-17
"98","chr4",130661134,130661534,401,"*",7.69575488261038,6.45076583801745,8.35393336122035,-1.80968684224993,1.91163952891663e-19,7.92491623890775e-17
"99","chr11",103404616,103405016,401,"*",6.85134147722726,4.91118273581144,7.64994136368058,-2.51296243846971,2.21134622597847e-19,9.07478415382093e-17
"100","chr3",100439959,100440359,401,"*",7.67505471134837,6.42345675880439,8.33499500220945,-1.82871221459094,2.38531972420617e-19,9.69083844353242e-17
"101","chr14",70767495,70767895,401,"*",7.46849158454373,6.12394853106601,8.15216226947777,-1.92229597255632,2.823196627611e-19,1.13562385534606e-16
"102","chr12",33308660,33309060,401,"*",7.99717021596953,6.85852564530229,8.62553686893873,-1.67896389232224,3.23808693840357e-19,1.28974272594629e-16
"103","chr6",39416669,39417069,401,"*",6.9034892921342,5.01911510723071,7.69354294703865,-2.4829173281853,3.83922188599792e-19,1.51433075303338e-16
"104","chr1",191853416,191853816,401,"*",7.40242435862957,5.99594390610583,8.10088214507022,-2.00707027114692,4.41958316902453e-19,1.72648466738423e-16
"105","chr4",132198328,132198728,401,"*",7.42019821974017,5.91987437213107,8.13962348170735,-2.07896277299714,4.66363462977167e-19,1.80447127717842e-16
"106","chr1",91248225,91248625,401,"*",9.0389665503999,8.24033727850967,9.55003463258677,-1.24117020518059,4.93975273063165e-19,1.89327673761672e-16
"107","chr15",36580357,36581490,1134,"*",10.6359858246771,9.97803303055037,11.086178811421,-1.04805570462387,5.66617460570141e-19,2.15139883837225e-16
"108","chr6",60851675,60852075,401,"*",6.72682772967161,4.83646966757578,7.51781648566894,-2.48025256492516,1.15218445685683e-18,4.33260814304353e-16
"109","chr11",32265101,32265501,401,"*",9.69970442857467,8.98544583073826,10.1752892035245,-1.12315419550204,1.16241486595551e-18,4.33260814304353e-16
"110","chr15",83348758,83349158,401,"*",7.56197215095904,6.2797621926591,8.2299412853926,-1.86086837178416,1.19624075947651e-18,4.41815212138657e-16
"111","chr2",84733634,84734238,605,"*",9.37798306885227,8.66133890895012,9.85461231373756,-1.12526478235619,2.28508747396962e-18,8.36362601846522e-16
"112","chr14",75180441,75180841,401,"*",7.14277867789939,5.51780694711683,7.8876146749618,-2.1987923700171,2.51546912626824e-18,9.0539686552613e-16
"113","chr3",41163834,41164234,401,"*",7.71779666895411,6.53583727020961,8.35864663073463,-1.73607967904603,2.51827222793838e-18,9.0539686552613e-16
"114","chr1",181245833,181246233,401,"*",7.90704801865911,6.78773791183686,8.5296842793403,-1.65821677411311,2.64479097403915e-18,9.4254318335341e-16
"115","chr14",70712569,70713592,1024,"*",10.8801052874118,10.3469961733645,11.2685000285256,-0.872173066143653,3.30823784931814e-18,1.16872851394998e-15
"116","chr6",143068177,143068818,642,"*",9.85415021127874,9.21166766960469,10.2971099872772,-1.02218895315807,3.44390697936265e-18,1.20616904181523e-15
"117","chr4",53485398,53485798,401,"*",6.12584794370837,2.98072608347121,7.04191341014953,-3.58923418936025,3.51152295783264e-18,1.21933883083647e-15
"118","chr10",84574830,84575230,401,"*",7.76726108193749,6.49317527794683,8.4331203416445,-1.85692131033386,4.63516663386269e-18,1.59587215960966e-15
"119","chr12",32110889,32111289,401,"*",10.2260392892336,9.60299138135532,10.6597489810386,-0.997055958876251,4.70184583726208e-18,1.6052259733651e-15
"120","chr2",34804848,34805248,401,"*",8.95304553962182,8.15777056676422,9.46275826842827,-1.23294309182637,4.77128587004121e-18,1.61535859201804e-15
"121","chr1",125389660,125390631,972,"*",7.27018993880106,5.79994983731001,7.98307424951146,-2.07455482154344,5.55984988717433e-18,1.86677703608456e-15
"122","chr1",189767169,189767569,401,"*",8.30630255893728,7.14789861908818,8.94042377785167,-1.71721975663325,6.04334887934994e-18,2.01248471247008e-15
"123","chr6",67161412,67162026,615,"*",11.5090813763342,10.9518254728339,11.9100634512409,-0.904447764921707,8.7074632144936e-18,2.87608217898562e-15
"124","chr7",141394188,141394588,401,"*",8.74183544825647,7.90768323073545,9.26698970647047,-1.28538047399122,1.1452876261291e-17,3.75238712796345e-15
"125","chr10",42244406,42244806,401,"*",9.16459646397024,8.32908208557402,9.69028130295618,-1.28940599345125,1.76898556924853e-17,5.7494861377488e-15
"126","chr13",67451288,67452060,773,"*",9.22052242214719,8.49392851442895,9.70148131334313,-1.13472844985374,1.80585020266475e-17,5.82272033203656e-15
"127","chr17",71250702,71251102,401,"*",7.40143258167919,6.06298972910917,8.0836038057575,-1.92362233485486,1.95929034572734e-17,6.26772353353266e-15
"128","chr11",83233571,83233971,401,"*",8.42562802953981,7.38779954703534,9.02298276978884,-1.56138989299232,2.04058473119759e-17,6.47678405268474e-15
"129","chr11",50210006,50211175,1170,"*",10.5088301501878,9.90918542602527,10.9311531061571,-0.962714822822344,2.07809887295216e-17,6.5447227063122e-15
"130","chr8",117200861,117201261,401,"*",10.7291146021429,10.1643484645768,11.1339468970071,-0.913908502023302,2.45924600469536e-17,7.68552211021219e-15
"131","chr16",17768784,17769320,537,"*",7.96584127164633,6.77576776829425,8.60897659836044,-1.75040781903013,2.67674559573287e-17,8.30138498609461e-15
"132","chr10",41241579,41241979,401,"*",7.19007474473737,5.61121911576698,7.92581585639648,-2.19015453184725,2.99480824231211e-17,9.2174298833647e-15
"133","chr11",79071412,79071984,573,"*",8.67315933452115,7.75483847093741,9.2298344676004,-1.40075781204581,3.08055558634605e-17,9.36120481215396e-15
"134","chr11",116573169,116573569,401,"*",10.4456806899118,9.78866459392276,10.8954389453017,-1.04017063213307,3.08760539746629e-17,9.36120481215396e-15
"135","chr6",34862525,34863283,759,"*",9.6161519673035,8.94050493782036,10.0744800209572,-1.06537545445364,3.82876554685123e-17,1.15223153979204e-14
"136","chr11",32297872,32298589,718,"*",10.2144429436872,9.60883731442307,10.6396922872381,-0.969471372071409,4.3189152481293e-17,1.29018066018933e-14
"137","chr5",93266817,93268097,1281,"*",9.55805141664498,8.82074380796268,10.0436247966482,-1.15102907604113,4.3805641448987e-17,1.29904510594744e-14
"138","chr14",41007640,41008484,845,"*",9.3365936678266,8.64840792103742,9.80059915267612,-1.07864871101589,4.78989118513451e-17,1.41013702303232e-14
"139","chr13",94328050,94328450,401,"*",6.6373942634835,4.74956048933493,7.42798909555325,-2.46901600040218,5.20109349622427e-17,1.51721667331084e-14
"140","chr11",53294408,53294808,401,"*",6.88700397443553,5.25417987660823,7.63335425808641,-2.21848812576894,5.2283046807177e-17,1.51721667331084e-14
"141","chr16",55974523,55975287,765,"*",8.91461213652164,8.15378050629611,9.41014763018631,-1.17832734701268,5.88411582118723e-17,1.69292835332783e-14
"142","chr12",100953880,100954280,401,"*",8.49700849852666,7.62440873833479,9.03687524579654,-1.33316351862091,5.91714441559927e-17,1.69292835332783e-14
"143","chr18",62169146,62169679,534,"*",9.13228784379961,8.36356226521852,9.63111493664715,-1.18376175477584,6.19388841796702e-17,1.75971401927795e-14
"144","chr12",111516822,111517222,401,"*",10.1985860205235,9.52444946923805,10.656225287109,-1.06032927643577,2.09740870259924e-16,5.91745995559024e-14
"145","chr11",75460404,75460804,401,"*",9.83545817574004,9.2117347033995,10.2694925064146,-0.989537778763343,2.28067965203466e-16,6.3901498084974e-14
"146","chr9",67024751,67025654,904,"*",10.7338472788864,10.2211259508982,11.1113607694735,-0.838317148739542,2.518328612394e-16,7.0076805846391e-14
"147","chr10",75762466,75762866,401,"*",9.124511192491,8.38020183427246,9.61307393957838,-1.15588697352298,2.82447171890706e-16,7.80610969551272e-14
"148","chr11",11732837,11733582,746,"*",9.91227856172053,10.3356547976946,9.31049258664747,0.960034488726696,3.74702074083289e-16,1.02858251106634e-13
"149","chr9",50533249,50533857,609,"*",7.68808236716001,6.49321599228258,8.33255990768509,-1.71616039621265,3.9870273236827e-16,1.08712053073327e-13
"150","chr2",93454346,93454746,401,"*",7.59846034173502,6.45475175898686,8.22831151419396,-1.67877126539783,4.22004590397793e-16,1.14298536627274e-13
"151","chr18",24202347,24202747,401,"*",8.98610622495052,8.2282621530129,9.48038929732454,-1.16823884007015,4.82597995642441e-16,1.29844428933546e-13
"152","chr11",62095585,62095985,401,"*",6.05893503331449,3.5014056612814,6.93088416866694,-3.05948213636997,4.90784777073408e-16,1.31178375908956e-13
"153","chr5",104571226,104571889,664,"*",8.87951883540256,8.1259833404606,9.37198920121281,-1.16431992122847,6.07832481135418e-16,1.61401373928684e-13
"154","chr6",34155381,34155781,401,"*",7.86041773538866,6.86078436210044,8.44525800649864,-1.4888017904219,6.72057522126053e-16,1.77296629554644e-13
"155","chr6",72102044,72102656,613,"*",10.2380369368666,9.66931725803914,10.6448839292652,-0.913501544319562,6.94065765248664e-16,1.81921353837145e-13
"156","chr10",84701117,84701628,512,"*",9.5870805686992,8.97138250658806,10.0172437363872,-0.974451439119578,1.01354942515862e-15,2.63958157025124e-13
"157","chr13",52828881,52829281,401,"*",9.09179035614931,8.377838045791,9.56724084934381,-1.11046509301319,1.09360866605556e-15,2.8299388073783e-13
"158","chr2",168229385,168229991,607,"*",7.26021434185577,5.96401445743188,7.93178185859149,-1.86048654768266,1.25524743003996e-15,3.2276542620401e-13
"159","chr2",131935733,131936133,401,"*",7.54055640184961,6.40134682656241,8.16908902061685,-1.66285053119072,1.33639090808188e-15,3.41468889450581e-13
"160","chr3",88337314,88337714,401,"*",7.46878124230358,6.3087837164669,8.10336214865336,-1.69505881735054,1.54618139526338e-15,3.92604447158533e-13
"161","chr17",78400108,78400654,547,"*",8.22496536236047,7.30989013194456,8.78047114146588,-1.380865694492,1.64787157678797e-15,4.15826574845746e-13
"162","chr1",172148643,172149043,401,"*",8.29878083355926,7.44524347750993,8.83142083963406,-1.29257118615205,1.93081993058033e-15,4.84218650121524e-13
"163","chr4",132027178,132027578,401,"*",8.52463344379992,7.64357998784451,9.06766322513931,-1.33927429418319,2.05716017114245e-15,5.12737707196347e-13
"164","chr14",79533331,79533731,401,"*",8.16337875482996,7.23481682770639,8.72372024314753,-1.39478011102137,2.17872170099156e-15,5.39725161866977e-13
"165","chr11",60922205,60922605,401,"*",9.19387393463664,9.66425146964143,8.49142463026709,1.0890660726309,2.19362642115201e-15,5.40124003709957e-13
"166","chr19",4113185,4113585,401,"*",10.791333879964,10.3127279430228,11.1501005948917,-0.786865075659627,2.30346258572416e-15,5.6165996497007e-13
"167","chr11",61967027,61967427,401,"*",7.41684443976381,6.24900370108315,8.05367830324825,-1.69760339136514,2.30874084106633e-15,5.6165996497007e-13
"168","chr13",94263874,94264274,401,"*",7.33977481069267,6.12959249070894,7.98850346624728,-1.73503072741857,2.54782634869413e-15,6.16134173026168e-13
"169","chr4",133390106,133390506,401,"*",9.313599454385,8.6488497620623,9.7669346133305,-1.03417221679075,2.77644861591244e-15,6.67448390051331e-13
"170","chr2",132575161,132575561,401,"*",7.0365088040907,5.57406860070872,7.74766991010275,-1.99757809348075,3.58865212970583e-15,8.57624529844463e-13
"171","chr1",191875017,191875417,401,"*",7.19711160145384,5.87575797752598,7.87503985307725,-1.88543099535061,4.02483841872265e-15,9.56240411914883e-13
"172","chr13",107019459,107019859,401,"*",7.46156804580838,6.2982477088677,8.09710535248966,-1.69813813048808,4.3320886071747e-15,1.02325444095167e-12
"173","chr6",48083749,48084149,401,"*",6.31507733727602,4.29599273961782,7.12513813774712,-2.58730905452679,4.45583886222254e-15,1.04640095639026e-12
"174","chr10",111222558,111223091,534,"*",8.83590738073133,8.08768588275828,9.32613141265655,-1.15029767505677,4.67936674728039e-15,1.09257834966529e-12
"175","chr15",102721018,102721418,401,"*",6.57316864969251,4.89947086662008,7.32724467188018,-2.21908167483602,4.8446935457316e-15,1.12471636961393e-12
"176","chr11",120990097,120990628,532,"*",8.36207994428001,7.54431337664848,8.88079682718108,-1.24100726344906,5.03411356709685e-15,1.16205074937752e-12
"177","chr11",61968885,61969285,401,"*",8.61486559887406,7.85284746805767,9.11089746820265,-1.16649584765501,5.1344118002484e-15,1.17850705202651e-12
"178","chr11",70079172,70079572,401,"*",6.64421687274256,4.99594390610583,7.39351786564463,-2.22083093420722,5.19035922305523e-15,1.18465575368014e-12
"179","chr6",39423666,39424066,401,"*",9.58911472448266,8.96245982914021,10.0245551313769,-0.981559075794576,5.38636368227079e-15,1.22252400737215e-12
"180","chr15",88761568,88761968,401,"*",8.83233527434611,8.11465142980271,9.30941894783694,-1.10533565499962,6.05148588906427e-15,1.3657022941596e-12
"181","chr13",3867137,3867689,553,"*",9.28882494401294,9.77167789709695,8.55784725829924,1.12333531469224,6.08442944945201e-15,1.3657022941596e-12
"182","chr2",61970022,61970422,401,"*",9.29282833156588,9.74237617664558,8.63626527858661,1.02128634344098,6.29865796558824e-15,1.40601965476897e-12
"183","chr10",40125140,40125540,401,"*",10.2439776623946,9.62633953683706,10.6750795738206,-0.975349183760905,6.89724045050764e-15,1.53122506985122e-12
"184","chr4",53456582,53456982,401,"*",6.882952811398,5.35181522525968,7.60890818195532,-2.0681233677272,8.09801668633828e-15,1.78803328215144e-12
"185","chr7",75611467,75611867,401,"*",7.52440074583739,6.34372964561487,8.164886335632,-1.71128698757362,8.92169869781885e-15,1.95925325943939e-12
