chr1_6453683_6453783	100	100	824	8.24	8.24
chr1_6454051_6454201	150	150	1359	9.06	9.06
chr1_6467183_6467333	150	150	3315	22.1	22.1
chr1_6859145_6859283	138	138	872.16	6.32	6.32
chr1_7088771_7088917	146	146	14461.3	99.05	99.05
chr1_7089085_7089235	150	150	3045	20.3	20.3
chr1_7090513_7090662	149	149	1063.86	7.14	7.14
chr1_7147166_7147299	133	133	1356.6	10.2	10.2
chr1_7204884_7205004	120	120	2040	17	17
chr1_7206704_7206800	96	96	1084.8	11.3	11.3
chr1_7395646_7395796	150	150	1770	11.8	11.8
chr1_7397372_7397491	119	119	1013.88	8.52	8.52
chr1_7455059_7455196	137	137	1657.7	12.1	12.1
chr1_7543595_7543741	146	146	1163.62	7.97	7.97
chr1_9541362_9541500	138	138	2622	19	19
chr1_9545055_9545312	257	257	21485.2	83.6	83.6
chr1_9573393_9573537	144	144	1814.4	12.6	12.6
chr1_9696957_9697081	124	124	783.68	6.32	6.32
chr1_9700291_9700426	135	135	3712.5	27.5	27.5
chr1_9700643_9700789	146	146	2482	17	17
chr1_9703188_9703333	145	145	1393.45	9.61	9.61
chr1_9748406_9748532	126	126	11440.8	90.8	90.8
chr1_9748734_9748880	146	146	1443.94	9.89	9.89
chr1_9772856_9773002	146	146	2963.8	20.3	20.3
chr1_9773268_9773382	114	114	595.08	5.22	5.22
chr1_9799035_9799298	263	263	1734.22	6.594	6.594
chr1_9805902_9806176	274	274	2764.66	10.09	10.09
chr1_9815858_9815999	141	141	658.47	4.67	4.67
chr1_9823876_9823994	118	118	842.52	7.14	7.14
chr1_9825950_9826096	146	146	640.94	4.39	4.39
chr1_9833288_9833432	144	144	948.96	6.59	6.59
chr1_9833580_9833730	150	150	3330	22.2	22.2
chr1_9847646_9847888	242	242	1173.7	4.85	4.85
chr1_9848251_9848401	150	150	1815	12.1	12.1
chr1_9859145_9859274	129	129	1028.13	7.97	7.97
chr1_9876853_9876994	141	141	1551	11	11
chr1_9942972_9943089	117	117	577.98	4.94	4.94
chr1_9944096_9944209	113	113	5650	50	50
chr1_9968207_9968339	132	132	1015.08	7.69	7.69
chr1_9990128_9990250	122	122	838.14	6.87	6.87
chr1_9991953_9992097	144	144	1584	11	11
chr1_10003353_10003495	142	142	1248.18	8.79	8.79
chr1_10007346_10007487	141	141	1663.8	11.8	11.8
chr1_10038389_10038517	128	128	738.56	5.77	5.77
chr1_10039623_10039861	238	238	2512.09	10.555	10.555
chr1_10040099_10040234	135	135	1971	14.6	14.6
chr1_10089662_10089806	144	144	989.28	6.87	6.87
chr1_10210965_10211090	125	125	1750	14	14
chr1_10211189_10211339	150	150	658.5	4.39	4.39
chr1_10231578_10231853	275	275	2619.83	9.52667	9.52667
chr1_10232345_10232616	271	271	1612.45	5.95	5.95
chr1_10232862_10233009	147	147	1778.7	12.1	12.1
chr1_10254525_10254669	144	144	1972.8	13.7	13.7
chr1_10256878_10257009	131	131	899.97	6.87	6.87
chr1_10280294_10280429	135	135	1377	10.2	10.2
chr1_10325487_10325606	119	119	2094.4	17.6	17.6
chr1_10325880_10326014	134	134	2653.2	19.8	19.8
chr1_10769131_10769229	98	98	699.72	7.14	7.14
chr1_10835766_10835915	149	149	1758.2	11.8	11.8
chr1_10877509_10877627	118	118	1593	13.5	13.5
chr1_10880469_10880605	136	136	4066.4	29.9	29.9
chr1_10943130_10943255	125	125	3187.5	25.5	25.5
chr1_10991080_10991215	135	135	1038.15	7.69	7.69
chr1_10993825_10993956	131	131	1689.9	12.9	12.9
chr1_11065288_11065437	149	149	1713.5	11.5	11.5
chr1_11077976_11078097	121	121	1258.4	10.4	10.4
chr1_11228802_11228945	143	143	1295.58	9.06	9.06
chr1_11229333_11229564	231	231	4250.4	18.4	18.4
chr1_11234021_11234169	148	148	1138.12	7.69	7.69
chr1_11329567_11329714	147	147	1572.9	10.7	10.7
chr1_11414146_11414294	148	148	2516	17	17
chr1_11570421_11570540	119	119	653.31	5.49	5.49
chr1_12836913_12837060	147	147	1049.58	7.14	7.14
chr1_12864180_12864329	149	149	1966.8	13.2	13.2
chr1_12865223_12865331	108	108	1814.4	16.8	16.8
chr1_12865486_12865636	150	150	1133.25	7.555	7.555
chr1_12875541_12875676	135	135	445.5	3.3	3.3
chr1_12905301_12905431	130	130	464.1	3.57	3.57
chr1_12983258_12983389	131	131	1258.91	9.61	9.61
chr1_12991077_12991177	100	100	1210	12.1	12.1
chr1_13029477_13029625	148	148	3448.4	23.3	23.3
chr1_13050272_13050419	147	147	767.34	5.22	5.22
chr1_13052103_13052242	139	139	1417.8	10.2	10.2
chr1_13126326_13126433	107	107	617.39	5.77	5.77
chr1_13128216_13128333	117	117	899.73	7.69	7.69
chr1_13134428_13134565	137	137	1128.88	8.24	8.24
chr1_13153227_13153372	145	145	2508.5	17.3	17.3
chr1_13154566_13154713	147	147	3513.3	23.9	23.9
chr1_13154865_13155010	145	145	1035.3	7.14	7.14
chr1_13162464_13162610	146	146	4409.2	30.2	30.2
chr1_13188536_13188686	150	150	2145	14.3	14.3
chr1_13214553_13214666	113	113	744.67	6.59	6.59
chr1_13256320_13256446	126	126	1348.2	10.7	10.7
chr1_13267482_13267632	150	150	948	6.32	6.32
chr1_13293348_13293487	139	139	1529	11	11
chr1_13293556_13293706	150	150	1274.25	8.495	8.495
chr1_13301570_13301849	279	279	2282.92	8.1825	8.1825
chr1_13332715_13332831	116	116	764.44	6.59	6.59
chr1_13335908_13336045	137	137	790.49	5.77	5.77
chr1_13360749_13360897	148	148	2234.8	15.1	15.1
chr1_13372161_13372297	136	136	1214.48	8.93	8.93
chr1_13372497_13372647	150	150	10005	66.7	66.7
chr1_13372734_13372875	141	141	1438.2	10.2	10.2
chr1_13373045_13373161	116	116	477.92	4.12	4.12
chr1_13374060_13374190	130	130	785.2	6.04	6.04
chr1_13374467_13374617	150	150	1173.75	7.825	7.825
chr1_13426466_13426670	204	204	2217.48	10.87	10.87
chr1_13426959_13427098	139	139	1526.91	10.985	10.985
chr1_13494908_13495033	125	125	961.25	7.69	7.69
chr1_13513887_13514036	149	149	8016.2	53.8	53.8
chr1_13531606_13531751	145	145	2784	19.2	19.2
chr1_13559448_13559596	148	148	3004.4	20.3	20.3
chr1_13559957_13560162	205	205	2084.85	10.17	10.17
chr1_13573772_13573892	120	120	626.4	5.22	5.22
chr1_13585861_13586003	142	142	1131.74	7.97	7.97
chr1_13593232_13593382	150	150	6420	42.8	42.8
chr1_13600525_13600675	150	150	2100	14	14
chr1_13601525_13601675	150	150	659.25	4.395	4.395
chr1_13647938_13648074	136	136	2543.2	18.7	18.7
chr1_13649721_13649871	150	150	783	5.22	5.22
chr1_13652255_13652373	118	118	1357	11.5	11.5
chr1_13659889_13660024	135	135	1150.2	8.52	8.52
chr1_13660506_13660652	146	146	6059	41.5	41.5
chr1_13706462_13706581	119	119	1368.5	11.5	11.5
chr1_13784534_13784668	134	134	809.36	6.04	6.04
chr1_13789346_13789491	145	145	1957.5	13.5	13.5
chr1_13840046_13840266	220	220	2294.6	10.43	10.43
chr1_13851272_13851415	143	143	1099.67	7.69	7.69
chr1_13980369_13980496	127	127	523.24	4.12	4.12
chr1_14144026_14144104	78	78	2074.8	26.6	26.6
chr1_14165993_14166141	148	148	1056.72	7.14	7.14
chr1_14193665_14193791	126	126	553.14	4.39	4.39
chr1_14218718_14218862	144	144	593.28	4.12	4.12
chr1_14297075_14297222	147	147	726.18	4.94	4.94
chr1_14304610_14304732	122	122	871.08	7.14	7.14
chr1_14306635_14306776	141	141	1239.39	8.79	8.79
chr1_14309857_14310001	144	144	3326.4	23.1	23.1
chr1_14310044_14310312	268	268	3564.4	13.3	13.3
chr1_14310533_14310681	148	148	691.16	4.67	4.67
chr1_14484717_14484809	92	92	707.48	7.69	7.69
chr1_14488000_14488148	148	148	1219.52	8.24	8.24
chr1_14507113_14507291	178	178	830.37	4.665	4.665
chr1_14507447_14507577	130	130	464.1	3.57	3.57
chr1_14514026_14514107	81	81	222.75	2.75	2.75
chr1_14596121_14596263	142	142	5381.8	37.9	37.9
chr1_14636016_14636121	105	105	691.95	6.59	6.59
chr1_14661966_14662116	150	150	2385	15.9	15.9
chr1_14680550_14680700	150	150	824.25	5.495	5.495
chr1_14740138_14740279	141	141	1085	7.695	7.695
chr1_14800446_14800589	143	143	825.11	5.77	5.77
chr1_14862475_14862608	133	133	365.75	2.75	2.75
chr1_14918923_14919067	144	144	910.08	6.32	6.32
chr1_14924979_14925127	148	148	4551	30.75	30.75
chr1_15007808_15007921	113	113	744.67	6.59	6.59
chr1_15680084_15680214	130	130	999.7	7.69	7.69
chr1_15792007_15792156	149	149	1683.7	11.3	11.3
chr1_15800362_15800495	133	133	657.02	4.94	4.94
chr1_15805470_15805621	151	151	11929	79	79
chr1_15805869_15806019	150	150	2805	18.7	18.7
chr1_15850846_15850996	150	150	1483.5	9.89	9.89
chr1_15883562_15883678	116	116	955.84	8.24	8.24
chr1_15902552_15902700	148	148	670.44	4.53	4.53
chr1_16092997_16093202	205	205	1097.78	5.355	5.355
chr1_16104092_16104239	147	147	2704.8	18.4	18.4
chr1_16104283_16104492	209	209	5653.45	27.05	27.05
chr1_16104637_16104783	146	146	5694	39	39
chr1_16104841_16104985	144	144	2419.2	16.8	16.8
chr1_16105295_16105445	150	150	1441.5	9.61	9.61
chr1_16105754_16105845	91	91	1001	11	11
chr1_16106194_16106320	126	126	1004.22	7.97	7.97
chr1_16228107_16228257	150	150	1525.5	10.17	10.17
chr1_16228303_16228416	113	113	1954.9	17.3	17.3
chr1_16231753_16231900	147	147	726.18	4.94	4.94
chr1_16433513_16433657	144	144	1068.48	7.42	7.42
chr1_16440330_16440471	141	141	1931.7	13.7	13.7
chr1_16518552_16518691	139	139	1583.91	11.395	11.395
chr1_16519119_16519269	150	150	865.5	5.77	5.77
chr1_16540517_16540659	142	142	1604.6	11.3	11.3
chr1_16617815_16617922	107	107	763.98	7.14	7.14
chr1_16619299_16619444	145	145	2595.5	17.9	17.9
chr1_16656885_16657231	346	346	19952.7	57.6667	57.6667
chr1_16657380_16657521	141	141	2636.7	18.7	18.7
chr1_16665120_16665270	150	150	2140.5	14.27	14.27
chr1_16688535_16688770	235	235	2946.12	12.5367	12.5367
chr1_16688828_16688978	150	150	3630	24.2	24.2
chr1_16746116_16746262	146	146	762.12	5.22	5.22
chr1_16747461_16747709	248	248	2038.56	8.22	8.22
chr1_16758907_16759050	143	143	1314.88	9.195	9.195
chr1_16759150_16759289	139	139	610.21	4.39	4.39
chr1_16798400_16798526	126	126	1522.71	12.085	12.085
chr1_16942582_16942717	135	135	1075.95	7.97	7.97
chr1_16944472_16944605	133	133	2008.3	15.1	15.1
chr1_17033962_17034107	145	145	2117	14.6	14.6
chr1_17123539_17123651	112	112	1848	16.5	16.5
chr1_17145289_17145439	150	150	2685	17.9	17.9
chr1_17145579_17145719	140	140	2772	19.8	19.8
chr1_17163664_17163814	150	150	968.25	6.455	6.455
chr1_17348391_17348533	142	142	916.61	6.455	6.455
chr1_17606491_17606799	308	308	4815.07	15.6333	15.6333
chr1_17608063_17608209	146	146	2613.4	17.9	17.9
chr1_17608482_17608632	150	150	2350.5	15.67	15.67
chr1_17608697_17608846	149	149	777.035	5.215	5.215
chr1_17718563_17718709	146	146	3927.4	26.9	26.9
chr1_17726965_17727115	150	150	1483.5	9.89	9.89
chr1_17727305_17727437	132	132	5293.2	40.1	40.1
chr1_17727651_17727746	95	95	912.95	9.61	9.61
chr1_17904714_17904851	137	137	564.44	4.12	4.12
chr1_17980735_17980880	145	145	1754.5	12.1	12.1
chr1_18106823_18106960	137	137	790.49	5.77	5.77
chr1_18270560_18270708	148	148	751.84	5.08	5.08
chr1_18271192_18271342	150	150	1610.25	10.735	10.735
chr1_18288995_18289145	150	150	1236	8.24	8.24
chr1_19179144_19179287	143	143	1773.2	12.4	12.4
chr1_19210373_19210512	139	139	496.23	3.57	3.57
chr1_20554520_20554670	150	150	1257	8.38	8.38
chr1_20754556_20754690	134	134	773.18	5.77	5.77
chr1_20820298_20820446	148	148	10160.2	68.65	68.65
chr1_20891460_20891610	150	150	741	4.94	4.94
chr1_20908724_20908857	133	133	694.26	5.22	5.22
chr1_20912596_20912805	209	209	2675.2	12.8	12.8
chr1_20928589_20928840	251	251	2260.26	9.005	9.005
chr1_20933583_20933725	142	142	2073.2	14.6	14.6
chr1_20937148_20937257	109	109	1047.49	9.61	9.61
chr1_20939158_20939308	150	150	1587.75	10.585	10.585
chr1_20951271_20951447	176	176	1159.84	6.59	6.59
chr1_20951591_20951735	144	144	4348.8	30.2	30.2
chr1_20986396_20986542	146	146	1003.02	6.87	6.87
chr1_21014598_21014748	150	150	618	4.12	4.12
chr1_21025247_21025469	222	222	1798.2	8.1	8.1
chr1_21031770_21031911	141	141	929.19	6.59	6.59
chr1_21035967_21036106	139	139	572.68	4.12	4.12
chr1_21078644_21078794	150	150	1050.75	7.005	7.005
chr1_21079274_21079365	91	91	874.51	9.61	9.61
chr1_21080545_21080693	148	148	772.56	5.22	5.22
chr1_21089704_21089824	120	120	790.8	6.59	6.59
chr1_21089939_21090066	127	127	662.94	5.22	5.22
chr1_21094794_21094944	150	150	1030.5	6.87	6.87
chr1_21094986_21095125	139	139	2057.2	14.8	14.8
chr1_21161935_21162078	143	143	1773.2	12.4	12.4
chr1_21166340_21166430	90	90	1854	20.6	20.6
chr1_21192660_21192810	150	150	1071	7.14	7.14
chr1_21213647_21213770	123	123	1451.4	11.8	11.8
chr1_21218351_21218648	297	297	5879.61	19.7967	19.7967
chr1_21218757_21218899	142	142	4955.8	34.9	34.9
chr1_21240402_21240535	133	133	1242.22	9.34	9.34
chr1_21271363_21271507	144	144	1265.76	8.79	8.79
chr1_21271558_21271696	138	138	2691	19.5	19.5
chr1_21272322_21272467	145	145	636.55	4.39	4.39
chr1_21276262_21276343	81	81	931.5	11.5	11.5
chr1_21333660_21333799	139	139	610.21	4.39	4.39
chr1_21335909_21336054	145	145	2233	15.4	15.4
chr1_21344425_21344575	150	150	1483.5	9.89	9.89
chr1_21411360_21411502	142	142	1562	11	11
chr1_21461176_21461325	149	149	1683.7	11.3	11.3
chr1_21461446_21461580	134	134	625.78	4.67	4.67
chr1_21544047_21544177	130	130	785.2	6.04	6.04
chr1_21552755_21552871	116	116	733.12	6.32	6.32
chr1_21554551_21554911	360	360	3394.8	9.43	9.43
chr1_21618849_21618999	150	150	3915	26.1	26.1
chr1_21830009_21830142	133	133	2536.31	19.07	19.07
chr1_21830304_21830444	140	140	2352	16.8	16.8
chr1_21836474_21836624	150	150	3157.5	21.05	21.05
chr1_21960471_21960621	150	150	3915	26.1	26.1
chr1_21960942_21961087	145	145	1508	10.4	10.4
chr1_21962092_21962356	264	264	1716	6.5	6.5
chr1_21962608_21962728	120	120	692.4	5.77	5.77
chr1_21962995_21963142	147	147	807.03	5.49	5.49
chr1_21963278_21963381	103	103	1442	14	14
chr1_21963629_21963772	143	143	2201.49	15.395	15.395
chr1_21974126_21974276	150	150	1195.5	7.97	7.97
chr1_22105641_22105782	141	141	1355.01	9.61	9.61
chr1_22254292_22254442	150	150	2055	13.7	13.7
chr1_22269087_22269225	138	138	1559.4	11.3	11.3
chr1_22280084_22280200	116	116	700.64	6.04	6.04
chr1_22805567_22805647	80	80	308	3.85	3.85
chr1_22806038_22806177	139	139	572.68	4.12	4.12
chr1_23062129_23062272	143	143	942.37	6.59	6.59
chr1_23255819_23255951	132	132	834.24	6.32	6.32
chr1_23256064_23256209	145	145	8845	61	61
chr1_23257358_23257483	125	125	738.125	5.905	5.905
chr1_23286838_23286988	150	150	1860	12.4	12.4
chr1_23321352_23321462	110	110	574.2	5.22	5.22
chr1_23345723_23345873	150	150	658.5	4.39	4.39
chr1_23380001_23380101	100	100	769	7.69	7.69
chr1_23380162_23380309	147	147	4557	31	31
chr1_23380430_23380634	204	204	2182.8	10.7	10.7
chr1_23383389_23383529	140	140	7686	54.9	54.9
chr1_23397743_23397885	142	142	1053.64	7.42	7.42
chr1_23399628_23399853	225	225	3555	15.8	15.8
chr1_23419083_23419233	150	150	2595	17.3	17.3
chr1_23433774_23433904	130	130	2756	21.2	21.2
chr1_23555926_23556061	135	135	1701	12.6	12.6
chr1_23761795_23761939	144	144	711.36	4.94	4.94
chr1_23762253_23762601	348	348	1944.16	5.58667	5.58667
chr1_23762811_23763010	199	199	6368	32	32
chr1_23792896_23793015	119	119	1344.7	11.3	11.3
chr1_23827212_23827333	121	121	1063.59	8.79	8.79
chr1_23920422_23920555	133	133	913.71	6.87	6.87
chr1_23921574_23921877	303	303	1497.58	4.9425	4.9425
chr1_23922321_23922411	90	90	469.8	5.22	5.22
chr1_23983223_23983360	137	137	2712.6	19.8	19.8
chr1_24092554_24092704	150	150	1154.25	7.695	7.695
chr1_24102673_24102787	114	114	563.16	4.94	4.94
chr1_24102876_24102993	117	117	868.14	7.42	7.42
chr1_24134920_24135127	207	207	880.785	4.255	4.255
chr1_24137251_24137383	132	132	689.04	5.22	5.22
chr1_24249259_24249403	144	144	1857.6	12.9	12.9
chr1_24302799_24302943	144	144	1742.4	12.1	12.1
chr1_24375053_24375186	133	133	1133.16	8.52	8.52
chr1_24553537_24553669	132	132	1663.2	12.6	12.6
chr1_24572732_24572872	140	140	2814	20.1	20.1
chr1_24678608_24678744	136	136	5644	41.5	41.5
chr1_24679055_24679270	215	215	1023.4	4.76	4.76
chr1_24695806_24695941	135	135	815.4	6.04	6.04
chr1_24699449_24699594	145	145	2950.75	20.35	20.35
chr1_25228682_25228832	150	150	864.75	5.765	5.765
chr1_26737919_26738051	132	132	1015.08	7.69	7.69
chr1_28054115_28054250	135	135	5670	42	42
chr1_30792988_30793212	224	224	1014.72	4.53	4.53
chr1_30873625_30873832	207	207	1117.8	5.4	5.4
chr1_30873947_30874071	124	124	3000.8	24.2	24.2
chr1_30874868_30874987	119	119	1213.8	10.2	10.2
chr1_30949000_30949143	143	143	863.72	6.04	6.04
chr1_31154092_31154232	140	140	1918	13.7	13.7
chr1_31210249_31210391	142	142	1476.8	10.4	10.4
chr1_31377469_31377583	114	114	688.56	6.04	6.04
chr1_31380439_31380585	146	146	3007.6	20.6	20.6
chr1_31616329_31616479	150	150	2760	18.4	18.4
chr1_31616636_31616786	150	150	2475	16.5	16.5
chr1_32690670_32690805	135	135	704.7	5.22	5.22
chr1_32693945_32694069	124	124	510.88	4.12	4.12
chr1_32746392_32746542	150	150	1441.5	9.61	9.61
chr1_33503008_33503153	145	145	3190	22	22
chr1_33529668_33529801	133	133	1095.92	8.24	8.24
chr1_33532002_33532133	131	131	1258.91	9.61	9.61
chr1_33535255_33535400	145	145	1479	10.2	10.2
chr1_33535475_33535625	150	150	1707.75	11.385	11.385
chr1_33565917_33566059	142	142	1917	13.5	13.5
chr1_33574645_33574772	127	127	662.94	5.22	5.22
chr1_33578656_33578806	150	150	5280	35.2	35.2
chr1_33592296_33592498	202	202	1996.77	9.885	9.885
chr1_33647296_33647444	148	148	975.32	6.59	6.59
chr1_33669735_33669879	144	144	4118.4	28.6	28.6
chr1_33672639_33672774	135	135	963.9	7.14	7.14
chr1_33684573_33684717	144	144	1344.96	9.34	9.34
chr1_33719732_33719943	211	211	2286.19	10.835	10.835
chr1_33739436_33739586	150	150	2610	17.4	17.4
chr1_33742986_33743120	134	134	994.28	7.42	7.42
chr1_33756428_33756526	98	98	538.02	5.49	5.49
chr1_33788227_33788331	104	104	542.88	5.22	5.22
chr1_33813857_33814324	467	467	2919.92	6.2525	6.2525
chr1_33814505_33814640	135	135	2970	22	22
chr1_33839094_33839237	143	143	903.76	6.32	6.32
chr1_33883381_33883651	270	270	3640.95	13.485	13.485
chr1_33903746_33903975	229	229	1572.08	6.865	6.865
chr1_33906984_33907094	110	110	1177	10.7	10.7
chr1_33907969_33908115	146	146	601.52	4.12	4.12
chr1_33909222_33909423	201	201	1250.89	6.22333	6.22333
chr1_33916680_33916827	147	147	1940.4	13.2	13.2
chr1_33964787_33964922	135	135	2146.5	15.9	15.9
chr1_34005782_34005926	144	144	3830.4	26.6	26.6
chr1_34006102_34006252	150	150	906	6.04	6.04
chr1_34006429_34006555	126	126	1246.14	9.89	9.89
chr1_34011043_34011185	142	142	2570.2	18.1	18.1
chr1_34061215_34061365	150	150	2715	18.1	18.1
chr1_34070617_34070756	139	139	1145.36	8.24	8.24
chr1_34164731_34164868	137	137	1035.03	7.555	7.555
chr1_34201566_34201699	133	133	694.26	5.22	5.22
chr1_34218491_34218605	114	114	1413.6	12.4	12.4
chr1_34236225_34236365	140	140	691.6	4.94	4.94
chr1_34236465_34236576	111	111	2042.4	18.4	18.4
chr1_34409978_34410128	150	150	1092	7.28	7.28
chr1_34433270_34433402	132	132	761.64	5.77	5.77
chr1_34439375_34439478	103	103	5912.2	57.4	57.4
chr1_34439741_34439887	146	146	9898.8	67.8	67.8
chr1_34440045_34440178	133	133	1649.2	12.4	12.4
chr1_34459653_34459771	118	118	3398.4	28.8	28.8
chr1_34460232_34460367	135	135	1260.9	9.34	9.34
chr1_34462931_34463056	125	125	1412.5	11.3	11.3
chr1_34464716_34464837	121	121	1827.7	15.105	15.105
chr1_34472616_34472743	127	127	1689.1	13.3	13.3
chr1_34473134_34473281	147	147	2499	17	17
chr1_34480939_34481084	145	145	1754.5	12.1	12.1
chr1_34481925_34482075	150	150	1980	13.2	13.2
chr1_34482259_34482377	118	118	1102.12	9.34	9.34
chr1_34490166_34490316	150	150	1318.5	8.79	8.79
chr1_34506039_34506177	138	138	1061.22	7.69	7.69
chr1_34510718_34510868	150	150	4657.5	31.05	31.05
chr1_34511109_34511252	143	143	2359.5	16.5	16.5
chr1_34534734_34534873	139	139	802.03	5.77	5.77
chr1_34535135_34535285	150	150	988.5	6.59	6.59
chr1_34536798_34536937	139	139	1487.3	10.7	10.7
chr1_34579064_34579173	109	109	389.13	3.57	3.57
chr1_34579491_34579688	197	197	1704.05	8.65	8.65
chr1_34584139_34584287	148	148	1583.6	10.7	10.7
chr1_34602476_34602617	141	141	2016.3	14.3	14.3
chr1_34642571_34642721	150	150	1091.25	7.275	7.275
chr1_34682968_34683098	130	130	821.6	6.32	6.32
chr1_34700800_34700949	149	149	941.68	6.32	6.32
chr1_34793653_34793803	150	150	556.5	3.71	3.71
chr1_34801514_34801743	229	229	3435	15	15
chr1_34802406_34802545	139	139	1987.7	14.3	14.3
chr1_34838423_34838556	133	133	2008.3	15.1	15.1
chr1_34839310_34839456	146	146	3723	25.5	25.5
chr1_34849675_34849824	149	149	736.06	4.94	4.94
chr1_34849869_34850011	142	142	2030.6	14.3	14.3
chr1_34851646_34851857	211	211	2458.15	11.65	11.65
chr1_34858777_34858926	149	149	2667.1	17.9	17.9
chr1_34867302_34867441	139	139	3238.7	23.3	23.3
chr1_34891711_34891837	126	126	622.44	4.94	4.94
chr1_34897010_34897160	150	150	1530	10.2	10.2
chr1_35228015_35228146	131	131	719.19	5.49	5.49
chr1_35338304_35338453	149	149	3397.2	22.8	22.8
chr1_35653439_35653589	150	150	618	4.12	4.12
chr1_35726734_35726861	127	127	593.09	4.67	4.67
chr1_35810704_35810841	137	137	752.13	5.49	5.49
chr1_35813791_35813874	83	83	1734.7	20.9	20.9
chr1_35848202_35848344	142	142	994.71	7.005	7.005
chr1_35850190_35850340	150	150	988.5	6.59	6.59
chr1_35860828_35860976	148	148	1583.6	10.7	10.7
chr1_35862336_35862455	119	119	621.18	5.22	5.22
chr1_35890502_35890650	148	148	1219.52	8.24	8.24
chr1_35890682_35890832	150	150	1113	7.42	7.42
chr1_35935131_35935277	146	146	3693.8	25.3	25.3
chr1_35935323_35935471	148	148	2027.6	13.7	13.7
chr1_35951021_35951231	210	210	3003	14.3	14.3
chr1_35972331_35972467	136	136	709.92	5.22	5.22
chr1_35973354_35973647	293	293	2172.59	7.415	7.415
chr1_36052736_36052885	149	149	1549.6	10.4	10.4
chr1_36064860_36065010	150	150	659.25	4.395	4.395
chr1_36065026_36065168	142	142	4245.8	29.9	29.9
chr1_36068173_36068314	141	141	1742.76	12.36	12.36
chr1_36069325_36069680	355	355	2210.47	6.22667	6.22667
chr1_36071176_36071326	150	150	885.75	5.905	5.905
chr1_36129172_36129322	150	150	2145	14.3	14.3
chr1_36130414_36130562	148	148	1300.92	8.79	8.79
chr1_36130580_36130722	142	142	741.24	5.22	5.22
chr1_36132391_36132507	116	116	430.36	3.71	3.71
chr1_36133739_36133883	144	144	1742.4	12.1	12.1
chr1_36134743_36134892	149	149	941.68	6.32	6.32
chr1_36149519_36149667	148	148	1360.86	9.195	9.195
chr1_36160284_36160565	281	281	2509.33	8.93	8.93
chr1_36162787_36162923	136	136	1009.12	7.42	7.42
chr1_36244296_36244446	150	150	3585	23.9	23.9
chr1_36252928_36253069	141	141	1466.4	10.4	10.4
chr1_36262201_36262351	150	150	3465	23.1	23.1
chr1_36264186_36264311	125	125	1987.5	15.9	15.9
chr1_36264421_36264560	139	139	2557.6	18.4	18.4
chr1_36271615_36271861	246	246	2030.32	8.25333	8.25333
chr1_36272623_36272773	150	150	968.25	6.455	6.455
chr1_36273417_36273620	203	203	6526.45	32.15	32.15
chr1_36277394_36277538	144	144	989.28	6.87	6.87
chr1_36279331_36279455	124	124	1736	14	14
